UDI,Machine failure,Process temperature [K],Rotational speed [rpm],Tool wear [min]
4884,0.0,312.6,1684,167
4885,0.0,312.5,1655,170
4886,0.0,312.5,1748,175
4887,0.0,312.5,1372,180
4888,0.0,312.5,1481,182
4889,0.0,312.4,1512,184
4890,0.0,312.5,1632,186
4891,0.0,312.4,1525,188
4892,0.0,312.3,1756,190
4893,0.0,312.3,1922,193
4894,0.0,312.5,1448,195
4895,0.0,312.5,1447,198
4896,0.0,312.4,1597,203
4897,0.0,312.4,1642,206
4898,0.0,312.5,1525,209
4899,0.0,312.4,1460,214
4900,0.0,312.3,2168,219
4901,0.0,312.4,1388,221
4902,0.0,312.3,1630,223
4903,0.0,312.3,1616,226
4904,0.0,312.4,2232,0
4905,0.0,312.4,1480,2
4906,0.0,312.4,1363,7
4907,0.0,312.4,1436,9
4908,0.0,312.5,1607,14
4909,0.0,312.5,1459,17
4910,0.0,312.4,1481,20
4911,0.0,312.4,1606,22
4912,0.0,312.3,1681,25
4913,0.0,312.2,1511,27
4914,0.0,312.3,1593,29
4915,0.0,312.3,1532,32
4916,0.0,312.3,1386,35
4917,0.0,312.3,1769,40
4918,0.0,312.2,1561,45
4919,0.0,312.2,1457,48
4920,0.0,312.2,1506,50
4921,1.0,312.2,1337,52
4922,0.0,312.3,1287,54
4923,0.0,312.2,1615,56
4924,0.0,312.2,1972,59
4925,0.0,312.3,1522,62
4926,0.0,312.3,1680,67
4927,0.0,312.3,1502,69
4928,0.0,312.3,1543,71
4929,0.0,312.3,1584,74
4930,0.0,312.4,1340,76
4931,0.0,312.3,1663,78
4932,0.0,312.1,1693,80
4933,0.0,312.1,1418,83
4934,0.0,312.2,1554,85
4935,0.0,312.2,1580,90
4936,0.0,312.3,1479,92
4937,1.0,312.4,1284,94
4938,0.0,312.3,1540,96
4939,0.0,312.4,1606,98
4940,0.0,312.5,1286,101
4941,0.0,312.6,1502,103
4942,0.0,312.7,1699,105
4943,0.0,312.6,1602,108
4944,0.0,312.6,1436,110
4945,0.0,312.7,1765,115
4946,0.0,312.7,1418,118
4947,0.0,312.7,1669,120
4948,0.0,312.7,1395,123
4949,0.0,312.7,1500,125
4950,0.0,312.7,1555,128
4951,0.0,312.7,1919,131
4952,0.0,312.7,1596,134
4953,0.0,312.7,1374,136
4954,0.0,312.5,1670,139
4955,0.0,312.6,1702,141
4956,0.0,312.5,1366,143
4957,0.0,312.5,2344,146
4958,0.0,312.6,1768,149
4959,0.0,312.5,1523,152
4960,0.0,312.6,1735,154
4961,0.0,312.7,1339,156
4962,0.0,312.7,1800,158
4963,0.0,312.7,1456,160
4964,0.0,312.7,1789,163
4965,0.0,312.7,1602,165
4966,0.0,312.7,1364,167
4967,0.0,312.6,1793,170
4968,0.0,312.6,1426,172
4969,0.0,312.7,1485,174
4970,0.0,312.7,1528,177
4971,0.0,312.6,1565,179
4972,0.0,312.7,1838,181
4973,0.0,312.6,1811,183
4974,0.0,312.7,1461,188
4975,0.0,312.7,1414,190
4976,0.0,312.7,1426,192
4977,1.0,312.7,1359,194
4978,0.0,312.7,1540,196
4979,0.0,312.7,1429,198
4980,0.0,312.7,1612,200
4981,0.0,312.8,1685,203
4982,0.0,312.8,1558,206
4983,0.0,313.0,1811,209
4984,0.0,313.1,1869,211
4985,1.0,313.1,1256,213
4986,0.0,313.0,1789,215
4987,0.0,312.9,1502,0
4988,0.0,313.0,1303,2
4989,1.0,313.1,2497,5
4990,0.0,313.2,1499,7
4991,0.0,313.2,1393,9
4992,0.0,313.0,1475,11
4993,0.0,312.9,1573,14
4994,0.0,312.9,1819,16
4995,0.0,312.6,1642,18
4996,0.0,312.6,1540,21
4997,0.0,312.8,1400,23
4998,1.0,312.8,2659,26
4999,0.0,312.8,1825,29
5000,0.0,312.9,1532,32
5001,0.0,312.8,1832,35
5002,0.0,312.7,2174,37
5003,0.0,312.8,1627,40
5004,0.0,312.8,1437,42
5005,0.0,312.8,1364,44
5006,0.0,312.9,1444,46
5007,0.0,312.8,1366,49
5008,0.0,312.9,1442,52
5009,0.0,312.8,1488,54
5010,0.0,312.8,1523,59
5011,0.0,312.8,1543,61
5012,0.0,312.8,1634,63
5013,0.0,312.9,1815,66
5014,0.0,312.9,1594,69
5015,0.0,313.0,1452,72
5016,0.0,313.0,1759,74
5017,0.0,313.0,1408,76
5018,0.0,313.0,1483,78
5019,0.0,313.0,1620,80
5020,0.0,313.1,1466,83
5021,0.0,313.1,1556,86
5022,0.0,313.0,1350,88
5023,0.0,313.1,1404,90
5024,0.0,313.0,1575,92
5025,0.0,313.1,1639,95
5026,0.0,313.1,1473,97
5027,0.0,313.2,1481,100
5028,0.0,313.3,1294,102
5029,0.0,313.2,1630,104
5030,0.0,313.2,1624,107
5031,0.0,313.1,1437,110
5032,0.0,313.0,1514,113
5033,0.0,313.1,1694,116
5034,0.0,313.1,1564,119
5035,0.0,313.1,1514,121
5036,0.0,313.2,1500,124
5037,0.0,313.2,1615,127
5038,0.0,313.2,1586,129
5039,0.0,313.3,1732,132
5040,0.0,313.3,1689,134
5041,0.0,313.2,1586,139
5042,0.0,313.2,1314,144
5043,0.0,313.2,1569,146
5044,0.0,313.2,1468,148
5045,0.0,313.2,1412,150
5046,0.0,313.2,1510,152
5047,0.0,313.2,1410,155
5048,0.0,313.3,1680,158
5049,1.0,313.2,1271,161
5050,0.0,313.1,1472,166
5051,0.0,313.0,1701,171
5052,0.0,313.0,1480,176
5053,0.0,313.0,1433,178
5054,0.0,312.9,1514,180
5055,0.0,312.9,1619,182
5056,0.0,312.9,1378,184
5057,0.0,312.9,1430,189
5058,0.0,312.9,1367,192
5059,0.0,312.9,1526,194
5060,0.0,312.8,1419,196
5061,0.0,312.8,1542,198
5062,1.0,312.9,1363,200
5063,0.0,312.9,1313,202
5064,0.0,312.9,1495,0
5065,0.0,313.0,1407,5
5066,0.0,313.0,1566,7
5067,0.0,313.1,1550,9
5068,0.0,313.2,1396,11
5069,0.0,313.3,1540,14
5070,0.0,313.2,1380,17
5071,0.0,313.1,1608,20
5072,0.0,313.0,1442,23
5073,0.0,313.0,1408,28
5074,0.0,313.0,1454,30
5075,0.0,313.1,1666,33
5076,0.0,313.2,1366,35
5077,0.0,313.2,1464,37
5078,0.0,313.3,1775,39
5079,0.0,313.4,1482,41
5080,0.0,313.4,1411,44
5081,0.0,313.3,1410,47
5082,0.0,313.3,1494,49
5083,0.0,313.2,1590,52
5084,0.0,313.1,1327,57
5085,0.0,313.1,1969,59
5086,0.0,313.0,1377,61
5087,0.0,313.0,1541,64
5088,0.0,313.0,1685,66
5089,0.0,313.1,1465,69
5090,0.0,313.1,1483,71
5091,0.0,313.2,1570,74
5092,0.0,313.2,1345,77
5093,0.0,313.2,1608,79
5094,0.0,313.3,1415,82
5095,0.0,313.5,1470,85
5096,0.0,313.5,1428,88
5097,0.0,313.5,1627,91
5098,0.0,313.4,1457,96
5099,0.0,313.4,1475,98
5100,0.0,313.5,1438,100
5101,0.0,313.5,1437,102
5102,0.0,313.4,1518,105
5103,0.0,313.5,1587,108
5104,0.0,313.4,1399,111
5105,0.0,313.5,1469,113
5106,0.0,313.4,1374,115
5107,0.0,313.3,1519,117
5108,0.0,313.2,1540,119
5109,0.0,313.3,1394,121
5110,0.0,313.4,1389,123
5111,0.0,313.5,1732,126
5112,0.0,313.6,1556,129
5113,0.0,313.6,1441,131
5114,0.0,313.6,1382,134
5115,0.0,313.8,1481,136
5116,0.0,313.7,2113,139
5117,0.0,313.8,1401,142
5118,0.0,313.6,1611,144
5119,0.0,313.6,1512,146
5120,0.0,313.6,1411,149
5121,0.0,313.6,1424,151
5122,0.0,313.6,1469,154
5123,0.0,313.5,1684,156
5124,0.0,313.5,1532,161
5125,0.0,313.5,1557,164
5126,0.0,313.5,1416,167
5127,0.0,313.5,1802,170
5128,0.0,313.5,2245,172
5129,0.0,313.4,1434,175
5130,0.0,313.3,1725,177
5131,0.0,313.3,1668,180
5132,0.0,313.3,1452,182
5133,0.0,313.3,1415,184
5134,0.0,313.2,1824,186
5135,0.0,313.3,1438,188
5136,0.0,313.3,1883,190
5137,0.0,313.4,1735,192
5138,0.0,313.5,1464,194
5139,0.0,313.6,1489,196
5140,0.0,313.6,1510,199
5141,0.0,313.6,1585,202
5142,1.0,313.7,1509,205
5143,0.0,313.6,1568,0
5144,0.0,313.5,1525,2
5145,0.0,313.7,1607,5
5146,0.0,313.7,1670,7
5147,0.0,313.6,1585,9
5148,0.0,313.6,1569,11
5149,0.0,313.6,1507,13
5150,0.0,313.5,1452,15
5151,0.0,313.5,1590,17
5152,0.0,313.6,1409,19
5153,0.0,313.5,2643,21
5154,0.0,313.4,1644,23
5155,0.0,313.4,1568,25
5156,0.0,313.3,1625,27
5157,0.0,313.4,1482,32
5158,0.0,313.3,1397,34
5159,0.0,313.3,1459,39
5160,0.0,313.4,1490,41
5161,0.0,313.2,1434,43
5162,0.0,313.2,2028,45
5163,0.0,313.3,1464,48
5164,0.0,313.4,1713,50
5165,0.0,313.4,1624,53
5166,0.0,313.4,1421,56
5167,0.0,313.5,1546,58
5168,0.0,313.4,1639,63
5169,0.0,313.4,1696,65
5170,0.0,313.3,1470,70
5171,0.0,313.3,1480,72
5172,0.0,313.4,1329,75
5173,0.0,313.4,1740,78
5174,0.0,313.5,1739,80
5175,0.0,313.5,1390,83
5176,0.0,313.4,1740,86
5177,0.0,313.3,1844,88
5178,0.0,313.1,1388,91
5179,0.0,313.2,1517,96
5180,0.0,313.1,1450,101
5181,0.0,313.2,1584,104
5182,0.0,313.1,1720,106
5183,0.0,313.1,1586,108
5184,0.0,313.0,1901,110
5185,0.0,313.0,1397,113
5186,0.0,313.0,2012,115
5187,0.0,313.0,2354,117
5188,0.0,313.1,1648,119
5189,0.0,313.2,1632,121
5190,0.0,313.2,1427,123
5191,0.0,313.2,1452,126
5192,0.0,313.2,1416,128
5193,0.0,313.1,1310,130
5194,0.0,313.1,1408,132
5195,0.0,313.1,1668,137
5196,0.0,313.0,1551,140
5197,0.0,313.0,1517,142
5198,0.0,312.9,1570,147
5199,0.0,312.8,1428,152
5200,0.0,312.8,1503,154
5201,0.0,312.8,1416,156
5202,0.0,312.7,1396,158
5203,0.0,312.7,1335,161
5204,0.0,312.6,1671,163
5205,0.0,312.7,1989,166
5206,0.0,312.7,1468,168
5207,0.0,312.6,1711,170
5208,0.0,312.7,1488,175
5209,0.0,312.7,1664,178
5210,0.0,312.7,1507,180
5211,0.0,312.6,1466,183
5212,0.0,312.5,1433,185
5213,0.0,312.5,1397,187
5214,0.0,312.6,1429,189
5215,0.0,312.7,1572,192
5216,0.0,312.7,1532,194
5217,0.0,312.7,1316,197
5218,0.0,312.8,1420,200
5219,0.0,312.9,1589,203
5220,1.0,313.0,1365,205
5221,0.0,313.0,1633,207
5222,0.0,313.0,1626,209
5223,0.0,313.1,1665,0
5224,0.0,313.2,1350,2
5225,0.0,313.2,1590,5
5226,0.0,313.2,1437,7
5227,0.0,313.0,1403,10
5228,0.0,313.1,1440,12
5229,0.0,313.1,1343,14
5230,0.0,313.1,1790,17
5231,0.0,313.1,2117,22
5232,0.0,313.1,1458,25
5233,0.0,312.9,1381,27
5234,0.0,312.9,1450,29
5235,0.0,312.9,1461,31
5236,0.0,312.9,1511,33
5237,0.0,313.1,1394,36
5238,0.0,313.0,1499,38
5239,0.0,313.0,1457,40
5240,0.0,313.0,1753,42
5241,0.0,313.0,1694,44
5242,0.0,313.1,1683,46
5243,0.0,313.1,1496,48
5244,0.0,313.1,1721,50
5245,0.0,313.0,1593,52
5246,0.0,313.0,1575,54
5247,0.0,313.0,1465,56
5248,0.0,313.1,1405,58
5249,0.0,313.0,1902,60
5250,0.0,312.9,1422,63
5251,0.0,312.9,1332,66
5252,0.0,312.9,1307,68
5253,0.0,313.0,1322,71
5254,0.0,313.0,1547,73
5255,0.0,313.1,1897,75
5256,0.0,313.0,1403,77
5257,0.0,313.0,1393,80
5258,0.0,313.0,1482,82
5259,0.0,312.9,1572,84
5260,0.0,312.9,1544,87
5261,0.0,313.0,1492,89
5262,0.0,312.8,1513,92
5263,0.0,312.8,1449,94
5264,0.0,312.8,1877,96
5265,0.0,312.8,1376,98
5266,0.0,312.9,1883,100
5267,0.0,312.8,1518,103
5268,0.0,312.9,1438,106
5269,0.0,312.9,1389,109
5270,0.0,312.9,1504,111
5271,0.0,312.9,1275,113
5272,0.0,313.0,1534,115
5273,0.0,313.0,1396,117
5274,0.0,313.1,1395,120
5275,0.0,313.0,1617,122
5276,0.0,313.1,1423,124
5277,0.0,313.0,1606,126
5278,0.0,312.9,1501,128
5279,0.0,312.9,1618,130
5280,0.0,313.0,1522,133
5281,0.0,312.9,1480,135
5282,0.0,313.0,1469,137
5283,0.0,313.2,1381,140
5284,0.0,313.2,1525,145
5285,0.0,313.2,1732,147
5286,0.0,313.1,1523,150
5287,0.0,313.1,1422,152
5288,0.0,313.2,1506,154
5289,0.0,313.2,1531,159
5290,0.0,313.3,1507,161
5291,0.0,313.3,1526,164
5292,0.0,313.3,1406,166
5293,0.0,313.3,1567,168
5294,0.0,313.4,1464,171
5295,0.0,313.4,1442,174
5296,0.0,313.2,1336,176
5297,0.0,313.2,1379,178
5298,0.0,313.1,1406,183
5299,0.0,313.1,2130,185
5300,0.0,313.1,1355,188
5301,0.0,313.2,1710,190
5302,0.0,313.1,1309,193
5303,0.0,313.1,1491,195
5304,0.0,313.2,1481,197
5305,0.0,313.1,1425,199
5306,0.0,313.2,1680,201
5307,0.0,313.2,1612,206
5308,0.0,313.3,1530,211
5309,0.0,313.2,1481,213
5310,1.0,313.2,1422,215
5311,0.0,313.0,1427,0
5312,0.0,312.9,1460,2
5313,0.0,312.9,1873,7
5314,0.0,312.9,1566,9
5315,0.0,312.8,1701,12
5316,0.0,312.8,1710,14
5317,0.0,312.8,1689,16
5318,0.0,312.7,1637,19
5319,0.0,312.6,1496,21
5320,0.0,312.7,1402,23
5321,0.0,312.7,1363,26
5322,0.0,312.7,1576,28
5323,0.0,312.7,1357,31
5324,0.0,312.7,1399,34
5325,0.0,312.8,1526,37
5326,0.0,312.7,1694,40
5327,0.0,312.7,1420,42
5328,0.0,312.7,2116,45
5329,0.0,312.9,1406,48
5330,0.0,313.0,1456,51
5331,0.0,312.9,1588,53
5332,0.0,312.8,1448,55
5333,0.0,312.7,1403,57
5334,0.0,312.6,1405,62
5335,1.0,312.6,2706,65
5336,0.0,312.4,1505,68
5337,0.0,312.4,1663,71
5338,0.0,312.6,1482,73
5339,0.0,312.5,1674,76
5340,0.0,312.7,1594,79
5341,0.0,312.7,1393,82
5342,0.0,312.8,1404,84
5343,0.0,312.8,1375,89
5344,0.0,312.8,1607,92
5345,0.0,312.8,1360,94
5346,0.0,312.8,1524,96
5347,0.0,312.7,1534,98
5348,0.0,312.7,1262,100
5349,0.0,312.6,1623,102
5350,0.0,312.7,1642,104
5351,0.0,312.8,1622,107
5352,0.0,312.9,1530,110
5353,0.0,312.8,1590,113
5354,0.0,312.7,1589,116
5355,0.0,312.6,1462,118
5356,0.0,312.5,1328,120
5357,0.0,312.6,1692,125
5358,0.0,312.5,1968,130
5359,0.0,312.6,1827,132
5360,0.0,312.6,1397,137
5361,0.0,312.6,1463,140
5362,0.0,312.7,1643,142
5363,0.0,312.6,1281,144
5364,0.0,312.5,1518,146
5365,0.0,312.6,1601,148
5366,0.0,312.6,1548,150
5367,0.0,312.6,1404,152
5368,0.0,312.5,1766,157
5369,0.0,312.5,1667,160
5370,0.0,312.5,1507,163
5371,0.0,312.4,1627,168
5372,0.0,312.3,1435,173
5373,0.0,312.3,1509,175
5374,0.0,312.3,1809,180
5375,0.0,312.3,1515,183
5376,0.0,312.3,1530,185
5377,0.0,312.3,1336,187
5378,0.0,312.4,2030,192
5379,0.0,312.4,1550,194
5380,0.0,312.4,1446,196
5381,0.0,312.3,1494,198
5382,0.0,312.4,1651,200
5383,0.0,312.4,1698,202
5384,0.0,312.3,1504,204
5385,0.0,312.4,1421,206
5386,0.0,312.3,1754,209
5387,0.0,312.2,1469,214
5388,0.0,312.2,1433,216
5389,0.0,312.3,1432,218
5390,0.0,312.3,1366,221
5391,0.0,312.3,1483,223
5392,0.0,312.2,1572,228
5393,0.0,312.2,1481,230
5394,0.0,312.3,1473,232
5395,1.0,312.3,1262,234
5396,0.0,312.4,1529,237
5397,0.0,312.4,1523,239
5398,0.0,312.3,1416,241
5399,0.0,312.4,1923,244
5400,1.0,312.4,1411,246
5401,1.0,312.4,1477,251
5402,1.0,312.3,1454,253
5403,0.0,312.3,1421,0
5404,0.0,312.3,1858,2
5405,0.0,312.5,1422,4
5406,0.0,312.4,1444,9
5407,0.0,312.4,1360,11
5408,0.0,312.4,1954,13
5409,0.0,312.4,1628,15
5410,0.0,312.4,1433,17
5411,0.0,312.5,1417,19
5412,0.0,312.6,1462,22
5413,0.0,312.6,1328,24
5414,0.0,312.5,1527,26
5415,0.0,312.3,1534,31
5416,0.0,312.4,1410,33
5417,0.0,312.3,1660,36
5418,0.0,312.4,1386,38
5419,0.0,312.4,1398,40
5420,0.0,312.3,1321,42
5421,0.0,312.3,1512,44
5422,0.0,312.3,1566,46
5423,0.0,312.4,1422,49
5424,0.0,312.3,1647,52
5425,0.0,312.2,1377,54
5426,0.0,312.2,1775,56
5427,0.0,312.3,1554,58
5428,0.0,312.4,1423,60
5429,0.0,312.4,1453,62
5430,0.0,312.4,1590,64
5431,0.0,312.5,1694,66
5432,0.0,312.5,1462,68
5433,0.0,312.4,1392,70
5434,0.0,312.5,1550,72
5435,0.0,312.5,1629,74
5436,0.0,312.5,1524,76
5437,0.0,312.5,1679,79
5438,0.0,312.6,1394,82
5439,0.0,312.5,1683,85
5440,0.0,312.5,1626,87
5441,0.0,312.5,1698,89
5442,0.0,312.6,1392,94
5443,0.0,312.7,1353,97
5444,0.0,312.7,1426,99
5445,0.0,312.7,2024,102
5446,0.0,312.8,1648,104
5447,0.0,312.9,1511,107
5448,0.0,312.8,1465,109
5449,0.0,312.7,1551,111
5450,0.0,312.8,2329,113
5451,0.0,312.8,1435,115
5452,0.0,312.7,1361,120
5453,0.0,312.7,1553,122
5454,0.0,312.6,1451,125
5455,0.0,312.5,1461,127
5456,0.0,312.6,1895,129
5457,0.0,312.6,1567,132
5458,0.0,312.5,1602,135
5459,0.0,312.6,1514,138
5460,0.0,312.5,1453,140
5461,0.0,312.4,1526,142
5462,0.0,312.3,1339,145
5463,0.0,312.3,1889,148
5464,0.0,312.4,1561,150
5465,0.0,312.4,1659,152
5466,0.0,312.4,1424,155
5467,0.0,312.3,1426,157
5468,0.0,312.4,1383,160
5469,0.0,312.3,1764,162
5470,0.0,312.2,1439,164
5471,0.0,312.2,1585,167
5472,1.0,312.3,1346,170
5473,0.0,312.3,1386,172
5474,0.0,312.2,1369,174
5475,0.0,312.1,1378,176
5476,0.0,312.2,1336,179
5477,0.0,312.1,1445,181
5478,0.0,312.1,1763,184
5479,0.0,312.2,1611,186
5480,0.0,312.1,1564,188
5481,0.0,312.1,1478,191
5482,0.0,312.0,1781,196
5483,0.0,312.1,1782,198
5484,0.0,312.1,2000,200
5485,0.0,312.0,1826,203
5486,0.0,312.1,1344,206
5487,0.0,312.2,1520,208
5488,0.0,312.1,1611,210
5489,1.0,312.2,1450,213
5490,1.0,312.1,1499,215
5491,1.0,312.1,1288,0
5492,0.0,312.2,1350,2
5493,0.0,312.4,1334,5
5494,0.0,312.4,1376,8
5495,0.0,312.4,1368,10
5496,1.0,312.5,1357,12
5497,0.0,312.5,1924,17
5498,0.0,312.5,1551,20
5499,0.0,312.5,1903,23
5500,0.0,312.3,1417,26
5501,0.0,312.1,1601,31
5502,0.0,312.1,1543,33
5503,0.0,312.1,1439,35
5504,0.0,312.0,1657,37
5505,0.0,312.2,1458,42
5506,0.0,312.2,1746,44
5507,0.0,312.2,1677,46
5508,0.0,312.1,1520,48
5509,0.0,312.2,1367,50
5510,1.0,312.2,1509,52
5511,0.0,312.1,1418,54
5512,0.0,312.1,1958,56
5513,0.0,312.2,1682,58
5514,0.0,312.2,1452,60
5515,0.0,312.0,1828,63
5516,0.0,312.0,1484,65
5517,0.0,312.0,1674,70
5518,0.0,311.9,1448,72
5519,0.0,311.8,2023,74
5520,0.0,311.9,1452,77
5521,0.0,312.0,1496,79
5522,0.0,311.9,1397,82
5523,0.0,311.9,1453,84
5524,0.0,311.9,1524,86
5525,0.0,311.9,1633,89
5526,0.0,312.0,1363,91
5527,0.0,311.9,1520,94
5528,0.0,311.9,1532,96
5529,0.0,311.8,1384,99
5530,0.0,311.8,1539,101
5531,0.0,311.8,1355,104
5532,0.0,311.7,1504,107
5533,0.0,311.8,1476,110
5534,0.0,311.7,1721,112
5535,0.0,311.7,1494,114
5536,0.0,311.7,1465,117
5537,0.0,311.8,1363,119
5538,0.0,311.8,1648,122
5539,0.0,311.8,1879,124
5540,0.0,311.7,1482,127
5541,0.0,311.8,1493,132
5542,0.0,311.8,1433,134
5543,0.0,311.7,1400,136
5544,0.0,311.8,1255,138
5545,0.0,311.7,1471,140
5546,0.0,311.6,1357,142
5547,0.0,311.7,1453,147
5548,0.0,311.7,1540,149
5549,0.0,311.8,1605,152
5550,0.0,311.9,1374,154
5551,0.0,311.9,1508,159
5552,0.0,311.9,1366,162
5553,0.0,312.0,1579,167
5554,1.0,311.9,1306,172
5555,0.0,312.0,1521,174
5556,0.0,312.0,1411,177
5557,0.0,312.0,1357,179
5558,0.0,312.0,1436,184
5559,0.0,311.9,1553,187
5560,0.0,312.0,1451,189
5561,0.0,311.9,1541,192
5562,0.0,311.7,1341,194
5563,0.0,311.7,1648,197
5564,0.0,311.7,1640,199
5565,0.0,311.8,1416,202
5566,0.0,311.9,1671,204
5567,0.0,312.0,1457,206
5568,0.0,312.0,1445,0
5569,0.0,312.1,1534,3
5570,0.0,312.0,1508,5
5571,0.0,312.1,1492,7
5572,0.0,312.0,1562,10
5573,0.0,312.0,1545,12
5574,0.0,312.2,1738,14
5575,0.0,312.0,1305,16
5576,0.0,312.0,1477,18
5577,0.0,312.0,1457,23
5578,0.0,312.1,1455,28
5579,0.0,312.2,1574,30
5580,0.0,312.2,1695,32
5581,0.0,312.2,1458,34
5582,0.0,312.1,1454,37
5583,0.0,312.0,2052,40
5584,0.0,312.0,1673,42
5585,0.0,311.9,1578,44
5586,0.0,312.0,1642,46
5587,0.0,311.8,1557,49
5588,0.0,311.9,1481,52
5589,0.0,311.8,1566,54
5590,0.0,311.9,1298,57
5591,0.0,311.9,1340,60
5592,0.0,312.0,1574,63
5593,0.0,311.9,1437,65
5594,0.0,311.9,1354,67
5595,0.0,311.9,1598,69
5596,0.0,312.0,1944,71
5597,0.0,312.0,1538,74
5598,0.0,312.0,1501,77
5599,0.0,312.1,1441,79
5600,0.0,312.0,1652,81
5601,0.0,312.1,1487,84
5602,0.0,312.2,1605,86
5603,0.0,312.1,1334,88
5604,0.0,312.2,1340,90
5605,0.0,312.2,1513,92
5606,0.0,312.2,1510,94
5607,0.0,312.2,1729,96
5608,0.0,312.2,1745,98
5609,0.0,312.3,1623,101
5610,0.0,312.4,1378,104
5611,0.0,312.4,1407,107
5612,0.0,312.3,1674,109
5613,0.0,312.3,1486,112
5614,0.0,312.3,1483,114
5615,0.0,312.2,1624,117
5616,1.0,312.2,1257,122
5617,0.0,312.3,1480,125
5618,1.0,312.4,1404,127
5619,0.0,312.4,1645,129
5620,0.0,312.3,1932,132
5621,0.0,312.3,1533,134
5622,0.0,312.2,1292,136
5623,0.0,312.2,1571,139
5624,0.0,312.3,1578,141
5625,0.0,312.2,1469,143
5626,0.0,312.1,1728,146
5627,0.0,312.1,1603,148
5628,0.0,312.1,1597,153
5629,0.0,312.1,1688,155
5630,0.0,312.2,1405,157
5631,0.0,312.2,1615,159
5632,0.0,312.2,1515,162
5633,0.0,312.2,1376,164
5634,0.0,312.2,1447,166
5635,0.0,312.2,1353,168
5636,0.0,312.1,1502,171
5637,0.0,312.0,1447,173
5638,0.0,312.0,1487,175
5639,0.0,312.1,1519,178
5640,1.0,312.1,1668,180
5641,0.0,312.1,1420,182
5642,0.0,312.1,1473,184
5643,0.0,312.0,1495,186
5644,0.0,312.0,1574,188
5645,0.0,312.0,1383,190
5646,0.0,312.0,1591,192
5647,0.0,311.8,1644,195
5648,0.0,311.8,2370,198
5649,0.0,311.9,1401,203
5650,0.0,311.9,1414,205
5651,0.0,312.0,1456,208
5652,0.0,312.0,1447,210
5653,0.0,311.8,1727,213
5654,0.0,311.7,1495,215
5655,0.0,311.6,1544,0
5656,0.0,311.5,1387,2
5657,0.0,311.5,1316,4
5658,0.0,311.5,1794,7
5659,0.0,311.4,1372,9
5660,0.0,311.5,1674,12
5661,0.0,311.4,1477,15
5662,0.0,311.4,1397,17
5663,0.0,311.5,1616,19
5664,0.0,311.5,1530,21
5665,0.0,311.4,1539,24
5666,0.0,311.4,1845,27
5667,0.0,311.4,1430,29
5668,0.0,311.4,2080,31
5669,0.0,311.4,1432,33
5670,0.0,311.5,1479,36
5671,0.0,311.5,1424,39
5672,0.0,311.6,1534,41
5673,0.0,311.6,1701,46
5674,0.0,311.6,1462,51
5675,0.0,311.7,1393,53
5676,0.0,311.7,1453,56
5677,0.0,311.8,1565,59
5678,0.0,311.8,1281,61
5679,0.0,311.7,1584,63
5680,0.0,311.7,1466,66
5681,0.0,311.6,1386,69
5682,0.0,311.6,1383,72
5683,0.0,311.6,1441,74
5684,0.0,311.6,1592,79
5685,0.0,311.6,1594,82
5686,0.0,311.5,1482,87
5687,0.0,311.6,1658,89
5688,0.0,311.7,2170,91
5689,0.0,311.7,1423,93
5690,0.0,311.8,1543,96
5691,0.0,311.8,1435,98
5692,0.0,311.8,1320,100
5693,0.0,311.9,1313,102
5694,0.0,311.8,1453,105
5695,0.0,311.8,1508,108
5696,0.0,311.8,1451,110
5697,0.0,311.9,1595,112
5698,0.0,311.9,1354,117
5699,0.0,311.9,1265,119
5700,0.0,311.9,1867,121
5701,0.0,311.9,1497,123
5702,0.0,311.9,1347,125
5703,0.0,311.7,1544,128
5704,0.0,311.7,1456,130
5705,0.0,311.8,1335,135
5706,0.0,311.9,1452,137
5707,1.0,311.9,1290,139
5708,0.0,311.8,1448,141
5709,0.0,311.7,1611,143
5710,0.0,311.7,1556,145
5711,0.0,311.7,1413,147
5712,0.0,311.6,1545,152
5713,0.0,311.7,1330,154
5714,0.0,311.9,1596,156
5715,0.0,311.8,1618,158
5716,0.0,311.9,1597,160
5717,0.0,312.0,1354,165
5718,0.0,312.0,1746,167
5719,0.0,312.0,1621,169
5720,0.0,312.0,1398,171
5721,0.0,311.9,1434,173
5722,0.0,311.8,1443,175
5723,0.0,311.7,1488,178
5724,0.0,311.8,1475,180
5725,0.0,311.8,1433,183
5726,0.0,311.8,1557,185
5727,0.0,311.9,1398,188
5728,0.0,311.8,1559,191
5729,0.0,311.9,1422,194
5730,0.0,311.8,1463,197
5731,0.0,311.7,1793,200
5732,0.0,311.6,1872,202
5733,0.0,311.7,1412,204
5734,0.0,311.8,1487,206
5735,1.0,311.8,1369,208
5736,0.0,311.8,1673,210
5737,0.0,311.9,1439,212
5738,0.0,311.8,1574,215
5739,0.0,311.7,1281,0
5740,0.0,311.7,1653,2
5741,0.0,311.7,1535,5
5742,0.0,311.7,1483,8
5743,0.0,311.7,1414,11
5744,0.0,311.6,1379,13
5745,0.0,311.5,1482,16
5746,0.0,311.5,1987,21
5747,0.0,311.5,1635,23
5748,0.0,311.5,1533,26
5749,0.0,311.7,1576,28
5750,0.0,311.8,1330,31
5751,0.0,311.8,1981,36
5752,0.0,311.8,1475,38
5753,0.0,311.8,1804,43
5754,0.0,311.6,1416,48
5755,0.0,311.5,1727,50
